outlier_fraction,nw_rmse,lowess_rmse,nw_std,lowess_std
0.0,0.05237564894928505,0.05528721340442519,0.0063027123958150945,0.0071953601864906715
0.05,0.3120467016802886,0.06369043880061837,0.04383941815826626,0.0027183108500119977
0.1,0.4312204671145796,0.056533776760401,0.010938401352359618,0.015100642993498632
0.15,0.4999765760243846,0.052399763857051654,0.08095112313667475,0.012423652381620376
0.2,0.6069174224925796,0.05723528475118415,0.06364855149280813,0.011820463812627477
0.3,0.803227366470218,0.0651950494710759,0.047642145819782045,0.006608804466142168
